Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Maharashtra Cricket Association Stadium,92,29,46,9,0,6,0,5,3,98
Maharashtra Cricket Association Stadium,93,32,45,4,0,8,0,6,6,101
Maharashtra Cricket Association Stadium,94,21,46,8,0,6,0,13,2,96
Maharashtra Cricket Association Stadium,95,29,36,6,0,10,0,9,6,96
Maharashtra Cricket Association Stadium,96,27,46,6,0,7,0,8,8,102
Maharashtra Cricket Association Stadium,97,32,42,12,0,11,0,7,13,117
Maharashtra Cricket Association Stadium,98,16,57,9,0,6,0,5,2,95
Maharashtra Cricket Association Stadium,99,17,50,8,0,12,0,2,5,94
Maharashtra Cricket Association Stadium,100,24,39,8,0,8,0,5,4,88
Maharashtra Cricket Association Stadium,101,19,41,11,0,9,0,8,4,92
Maharashtra Cricket Association Stadium,102,29,36,4,0,13,0,4,5,91
Maharashtra Cricket Association Stadium,103,35,48,9,0,9,0,7,9,117
Maharashtra Cricket Association Stadium,104,31,43,5,0,9,0,5,11,104
Maharashtra Cricket Association Stadium,105,32,34,6,0,10,0,8,6,96
Maharashtra Cricket Association Stadium,106,20,42,8,0,9,0,9,7,95
Maharashtra Cricket Association Stadium,107,24,32,5,1,12,0,11,10,95
Maharashtra Cricket Association Stadium,108,20,39,13,0,10,1,6,3,92
Maharashtra Cricket Association Stadium,109,28,37,13,0,16,0,11,7,112
Maharashtra Cricket Association Stadium,110,26,38,9,1,12,0,5,10,101
Maharashtra Cricket Association Stadium,111,27,30,3,0,13,0,10,9,92
Maharashtra Cricket Association Stadium,112,24,29,11,0,8,0,6,9,87
Maharashtra Cricket Association Stadium,113,21,27,9,0,12,0,9,5,83
Maharashtra Cricket Association Stadium,114,28,32,5,0,10,0,6,7,88
Maharashtra Cricket Association Stadium,115,24,36,5,0,13,0,19,5,102
Maharashtra Cricket Association Stadium,116,24,30,9,0,11,0,6,11,91
Maharashtra Cricket Association Stadium,117,19,34,6,0,6,0,10,11,86
Maharashtra Cricket Association Stadium,118,25,21,5,1,9,0,7,12,80
Maharashtra Cricket Association Stadium,119,21,17,9,0,13,0,9,9,78
Maharashtra Cricket Association Stadium,120,11,25,10,0,9,0,11,11,77
Narendra Modi Stadium,1,23,11,1,0,4,0,0,3,42
Narendra Modi Stadium,2,21,9,1,0,4,0,0,0,35
Narendra Modi Stadium,3,14,16,1,0,5,0,2,1,39
Narendra Modi Stadium,4,20,10,1,0,7,0,0,3,41
Narendra Modi Stadium,5,23,10,0,0,6,0,0,0,39
Narendra Modi Stadium,6,17,9,1,0,7,0,2,0,36
Narendra Modi Stadium,7,24,8,0,0,6,0,1,0,39
Narendra Modi Stadium,8,18,7,1,0,9,0,1,1,37
Narendra Modi Stadium,9,22,7,0,1,3,0,1,0,34
Narendra Modi Stadium,10,17,12,1,1,5,0,1,1,38
Narendra Modi Stadium,11,14,5,4,2,10,0,2,2,39
Narendra Modi Stadium,12,14,12,1,0,6,0,0,1,34
Narendra Modi Stadium,13,22,11,4,0,10,0,1,0,48
Narendra Modi Stadium,14,17,14,4,0,3,0,2,1,41
Narendra Modi Stadium,15,15,12,3,0,6,0,1,4,41
Narendra Modi Stadium,16,16,9,1,1,8,0,0,0,35
Narendra Modi Stadium,17,18,12,1,0,6,0,1,0,38
Narendra Modi Stadium,18,18,8,2,1,6,0,2,2,39
Narendra Modi Stadium,19,15,11,1,0,8,0,3,0,38
Narendra Modi Stadium,20,16,13,3,0,5,0,1,0,38
Narendra Modi Stadium,21,15,10,2,0,6,0,1,5,39
Narendra Modi Stadium,22,17,8,2,0,7,0,3,3,40
Narendra Modi Stadium,23,15,6,2,0,10,0,3,0,36
Narendra Modi Stadium,24,16,10,6,0,3,0,1,4,40
Narendra Modi Stadium,25,20,10,3,0,3,0,2,2,40
Narendra Modi Stadium,26,18,13,0,0,5,0,1,1,38
Narendra Modi Stadium,27,18,9,2,0,5,0,3,3,40
Narendra Modi Stadium,28,14,11,1,0,8,0,1,3,38
Narendra Modi Stadium,29,18,10,0,1,6,0,2,1,38
Narendra Modi Stadium,30,18,8,2,0,10,0,0,2,40
Narendra Modi Stadium,31,19,11,4,1,5,0,2,1,43
Narendra Modi Stadium,32,21,6,2,0,7,0,2,1,39
Narendra Modi Stadium,33,19,12,0,0,5,0,2,3,41
Narendra Modi Stadium,34,16,12,2,0,7,0,0,2,39
Narendra Modi Stadium,35,13,16,1,0,7,0,0,2,39
Narendra Modi Stadium,36,13,13,2,0,6,0,2,0,36
Narendra Modi Stadium,37,15,18,4,0,2,0,2,1,42
Narendra Modi Stadium,38,12,19,1,0,3,0,1,2,38
Narendra Modi Stadium,39,15,17,2,0,0,0,3,6,43
Narendra Modi Stadium,40,8,17,6,0,3,0,1,1,36
Narendra Modi Stadium,41,13,18,2,0,2,0,3,1,39
Narendra Modi Stadium,42,11,16,3,0,5,0,1,0,36
Narendra Modi Stadium,43,16,23,1,0,1,0,0,0,41
Narendra Modi Stadium,44,12,22,2,0,3,0,0,1,40
Narendra Modi Stadium,45,9,22,3,0,1,0,0,0,35
Narendra Modi Stadium,46,7,19,2,1,3,0,3,1,36
Narendra Modi Stadium,47,14,19,1,0,2,0,0,2,38
Narendra Modi Stadium,48,13,19,2,0,3,0,1,0,38
Narendra Modi Stadium,49,14,19,3,0,3,0,1,2,42
Narendra Modi Stadium,50,7,16,6,0,6,0,2,2,39
Narendra Modi Stadium,51,13,12,5,0,5,0,2,1,38
Narendra Modi Stadium,52,12,17,3,0,3,0,2,3,40
Narendra Modi Stadium,53,9,20,2,0,6,0,0,0,37
Narendra Modi Stadium,54,14,16,2,0,4,0,1,1,38
Narendra Modi Stadium,55,12,21,4,0,2,0,0,1,40
Narendra Modi Stadium,56,9,18,7,0,2,0,1,1,38
Narendra Modi Stadium,57,14,17,3,0,3,0,1,1,39
Narendra Modi Stadium,58,7,22,3,0,1,0,3,1,37
Narendra Modi Stadium,59,8,22,5,0,1,0,1,2,39
Narendra Modi Stadium,60,9,22,4,0,1,0,1,1,38
Narendra Modi Stadium,61,12,19,4,0,2,0,3,1,41
Narendra Modi Stadium,62,15,17,3,0,2,0,1,2,40
Narendra Modi Stadium,63,14,20,1,0,1,0,2,2,40
Narendra Modi Stadium,64,13,19,4,0,1,0,1,3,41
Narendra Modi Stadium,65,10,21,2,0,3,0,1,1,38
Narendra Modi Stadium,66,12,21,3,0,1,0,0,2,39
Narendra Modi Stadium,67,11,23,3,0,2,0,1,0,40
Narendra Modi Stadium,68,8,17,4,0,2,0,4,2,37
Narendra Modi Stadium,69,19,12,1,0,3,0,2,3,40
Narendra Modi Stadium,70,11,21,0,0,3,0,3,2,40
Narendra Modi Stadium,71,10,18,2,0,5,0,2,2,39
Narendra Modi Stadium,72,14,14,3,0,6,0,0,1,38
Narendra Modi Stadium,73,13,18,7,0,2,0,2,2,44
Narendra Modi Stadium,74,13,19,2,0,2,0,2,0,38
Narendra Modi Stadium,75,11,20,2,0,2,0,2,2,39
Narendra Modi Stadium,76,12,13,4,0,3,0,1,2,35
Narendra Modi Stadium,77,9,24,2,0,0,0,1,1,37
Narendra Modi Stadium,78,18,9,2,0,4,0,4,4,41
Narendra Modi Stadium,79,14,16,3,1,1,0,6,3,44
Narendra Modi Stadium,80,6,24,3,0,4,0,1,2,40
Narendra Modi Stadium,81,13,21,1,0,0,0,2,2,39
Narendra Modi Stadium,82,7,16,9,0,6,0,0,2,40
Narendra Modi Stadium,83,18,9,4,0,2,0,3,1,37
Narendra Modi Stadium,84,14,18,2,0,1,0,2,2,39
Narendra Modi Stadium,85,13,21,4,0,2,0,0,3,43
Narendra Modi Stadium,86,13,18,1,0,1,0,4,1,38
Narendra Modi Stadium,87,12,14,2,0,5,0,2,3,38
Narendra Modi Stadium,88,7,17,6,0,5,0,1,2,38
Narendra Modi Stadium,89,15,13,1,0,3,0,2,3,37
Narendra Modi Stadium,90,10,20,3,0,1,0,2,4,40
Narendra Modi Stadium,91,12,19,5,1,3,0,3,0,43
Narendra Modi Stadium,92,7,19,3,0,4,0,3,2,38
Narendra Modi Stadium,93,15,16,1,0,2,0,3,3,40
Narendra Modi Stadium,94,11,15,2,0,5,0,4,2,39
Narendra Modi Stadium,95,12,17,3,0,0,0,4,4,40
Narendra Modi Stadium,96,8,16,2,0,7,0,2,0,35
Narendra Modi Stadium,97,6,20,3,0,9,0,0,2,40
Narendra Modi Stadium,98,12,14,4,0,5,0,2,4,41
Narendra Modi Stadium,99,12,17,3,0,3,0,1,1,37
Narendra Modi Stadium,100,7,16,4,0,6,0,1,0,34
Narendra Modi Stadium,101,7,20,3,0,2,0,0,1,33
Narendra Modi Stadium,102,10,11,6,0,3,0,2,2,34
Narendra Modi Stadium,103,8,13,6,0,4,0,4,4,39
Narendra Modi Stadium,104,9,13,5,0,1,0,3,3,34
Narendra Modi Stadium,105,10,16,1,0,1,0,3,4,35
Narendra Modi Stadium,106,10,12,0,0,3,0,4,1,30
Narendra Modi Stadium,107,6,7,9,0,4,0,4,3,33
Narendra Modi Stadium,108,7,12,2,0,3,0,5,3,32
Narendra Modi Stadium,109,11,14,4,0,2,0,5,6,42
Narendra Modi Stadium,110,8,12,4,0,6,0,0,4,34
Narendra Modi Stadium,111,7,12,3,0,1,0,4,1,28
Narendra Modi Stadium,112,8,9,4,0,3,0,3,0,27
Narendra Modi Stadium,113,9,12,1,0,3,0,2,4,31
Narendra Modi Stadium,114,5,11,1,1,4,0,4,2,28
Narendra Modi Stadium,115,10,12,3,1,3,0,4,3,36
Narendra Modi Stadium,116,8,12,3,0,3,0,1,2,29
Narendra Modi Stadium,117,7,8,1,0,3,0,5,3,27
Narendra Modi Stadium,118,11,7,2,0,3,0,1,7,31
Narendra Modi Stadium,119,7,10,3,0,3,0,3,2,28
Narendra Modi Stadium,120,5,7,2,0,3,0,6,2,25
Nehru Stadium,1,5,4,0,0,0,0,0,0,9
Nehru Stadium,2,6,1,0,0,1,0,0,0,8
Nehru Stadium,3,7,2,0,0,1,0,0,0,10
Nehru Stadium,4,4,1,1,0,2,0,1,1,10
Nehru Stadium,5,8,1,0,0,0,0,0,0,9
Nehru Stadium,6,7,1,0,0,1,0,0,0,9
Nehru Stadium,7,7,2,0,0,2,0,0,2,13
Nehru Stadium,8,7,1,0,0,1,0,0,2,11
Nehru Stadium,9,5,3,0,0,1,0,1,1,11
Nehru Stadium,10,6,2,0,1,0,0,0,1,10
Nehru Stadium,11,4,4,0,0,1,0,0,1,10
Nehru Stadium,12,8,2,0,0,0,0,0,2,12
Nehru Stadium,13,6,1,1,0,2,0,1,0,11
Nehru Stadium,14,6,1,0,0,2,0,0,2,11
Nehru Stadium,15,5,3,1,0,1,0,0,1,11
Nehru Stadium,16,2,4,0,1,2,0,0,0,9
Nehru Stadium,17,8,1,0,0,0,0,0,0,9
Nehru Stadium,18,4,3,1,0,2,0,0,0,10
Nehru Stadium,19,9,3,0,0,1,0,0,1,14
Nehru Stadium,20,7,3,1,0,0,0,0,0,11
Nehru Stadium,21,2,3,0,0,4,0,0,0,9
Nehru Stadium,22,2,3,0,0,4,0,0,0,9
Nehru Stadium,23,5,3,1,0,0,0,0,0,9
Nehru Stadium,24,2,4,0,0,2,0,0,1,9
Nehru Stadium,25,3,3,1,0,4,0,1,0,12
Nehru Stadium,26,4,3,1,0,2,0,0,0,10
Nehru Stadium,27,4,3,0,0,2,0,1,2,12
Nehru Stadium,28,2,6,1,0,1,0,0,0,10
Nehru Stadium,29,6,3,0,0,0,0,0,0,9
Nehru Stadium,30,6,2,0,0,1,0,1,0,10
Nehru Stadium,31,4,4,0,0,1,0,0,0,9
Nehru Stadium,32,6,2,0,0,1,0,0,2,11
Nehru Stadium,33,7,0,0,0,2,0,0,1,10
Nehru Stadium,34,5,3,0,0,1,0,0,0,9
Nehru Stadium,35,6,1,0,0,3,0,0,0,10
Nehru Stadium,36,6,1,0,0,2,0,1,0,10
Nehru Stadium,37,7,5,0,0,0,0,1,0,13
Nehru Stadium,38,7,2,1,0,0,0,0,1,11
Nehru Stadium,39,6,4,0,0,0,0,0,0,10
Nehru Stadium,40,6,3,1,0,0,0,0,0,10
Nehru Stadium,41,5,2,0,0,3,0,0,0,10
Nehru Stadium,42,5,3,1,0,1,0,0,0,10
Nehru Stadium,43,4,2,1,0,1,0,0,0,8
Nehru Stadium,44,3,3,1,0,2,0,1,1,11
Nehru Stadium,45,3,3,3,0,0,0,1,0,10
Nehru Stadium,46,3,6,1,0,0,0,0,0,10
Nehru Stadium,47,2,5,1,0,2,0,0,0,10
Nehru Stadium,48,3,7,0,0,0,0,0,0,10
Nehru Stadium,49,2,7,1,0,0,0,0,0,10
Nehru Stadium,50,3,2,0,0,3,0,0,0,8
Nehru Stadium,51,1,7,2,0,0,0,0,0,10
Nehru Stadium,52,6,3,0,1,0,0,0,0,10
Nehru Stadium,53,4,3,2,0,1,0,0,0,10
Nehru Stadium,54,3,4,1,0,1,0,0,1,10
Nehru Stadium,55,6,2,2,0,2,0,1,0,13
Nehru Stadium,56,2,7,0,0,1,0,0,0,10
Nehru Stadium,57,4,5,0,0,1,0,0,0,10
Nehru Stadium,58,5,5,0,0,0,0,0,1,11
Nehru Stadium,59,4,4,1,0,1,0,0,0,10
Nehru Stadium,60,6,4,0,0,0,0,0,1,11
Nehru Stadium,61,8,2,0,0,0,0,0,0,10
Nehru Stadium,62,4,5,0,0,1,0,0,1,11
Nehru Stadium,63,3,4,0,0,2,0,0,2,11
Nehru Stadium,64,3,7,0,0,0,0,0,1,11
Nehru Stadium,65,3,4,1,0,1,0,0,0,9
Nehru Stadium,66,5,5,0,0,0,0,0,0,10
Nehru Stadium,67,2,7,0,1,1,0,0,0,11
Nehru Stadium,68,2,6,0,0,1,0,1,0,10
Nehru Stadium,69,3,5,1,0,1,0,0,1,11
Nehru Stadium,70,2,5,0,0,2,0,1,0,10
Nehru Stadium,71,3,4,2,0,0,0,0,1,10
Nehru Stadium,72,1,7,1,0,1,0,0,0,10
Nehru Stadium,73,3,6,1,0,2,0,0,0,12
Nehru Stadium,74,3,4,2,0,0,0,1,0,10
Nehru Stadium,75,3,5,1,0,0,0,0,0,9
Nehru Stadium,76,4,4,0,0,1,0,1,0,10
Nehru Stadium,77,2,4,1,0,2,0,1,0,10
Nehru Stadium,78,2,5,1,0,1,0,1,1,11
Nehru Stadium,79,5,2,1,0,1,0,0,1,10
Nehru Stadium,80,5,4,1,0,1,0,0,1,12
Nehru Stadium,81,5,4,0,0,1,0,0,0,10
Nehru Stadium,82,1,6,1,0,1,0,0,0,9
Nehru Stadium,83,4,2,0,0,1,0,2,0,9
Nehru Stadium,84,2,5,1,0,2,0,0,1,11
Nehru Stadium,85,5,5,0,0,1,0,1,0,12
Nehru Stadium,86,3,4,1,0,1,0,0,0,9
Nehru Stadium,87,2,4,1,0,1,0,1,0,9
Nehru Stadium,88,3,3,2,0,2,0,0,2,12
Nehru Stadium,89,1,6,2,0,0,0,1,0,10
Nehru Stadium,90,3,5,1,0,1,0,0,0,10
Nehru Stadium,91,4,3,1,0,1,0,0,2,11
Nehru Stadium,92,4,3,0,0,0,0,1,1,9
Nehru Stadium,93,2,5,0,0,2,0,0,0,9
Nehru Stadium,94,3,4,0,0,2,0,0,1,10
Nehru Stadium,95,1,7,0,0,1,0,0,0,9
Nehru Stadium,96,3,6,0,0,0,0,0,0,9
Nehru Stadium,97,4,4,0,0,1,0,1,0,10
Nehru Stadium,98,4,4,0,0,0,0,1,1,10
Nehru Stadium,99,2,5,0,0,1,0,1,1,10
Nehru Stadium,100,1,2,2,0,1,0,2,0,8
Nehru Stadium,101,2,5,1,0,0,0,0,1,9
Nehru Stadium,102,1,4,1,0,1,0,1,1,9
Nehru Stadium,103,1,2,2,0,2,0,0,0,7
Nehru Stadium,104,2,2,2,0,0,0,1,0,7
Nehru Stadium,105,1,4,0,0,1,0,0,0,6
Nehru Stadium,106,2,3,0,0,0,0,2,1,8
Nehru Stadium,107,3,3,0,0,0,0,1,1,8
Nehru Stadium,108,2,1,0,0,1,0,2,2,8
Nehru Stadium,109,3,2,1,0,1,0,0,1,8
Nehru Stadium,110,1,1,0,0,3,0,1,0,6
Nehru Stadium,111,4,3,0,0,0,0,0,1,8
Nehru Stadium,112,3,1,2,0,1,0,0,3,10
Nehru Stadium,113,2,3,0,0,1,0,0,2,8
Nehru Stadium,114,3,2,0,0,0,0,0,0,5
Nehru Stadium,115,1,4,1,0,1,0,0,1,8
Nehru Stadium,116,0,3,1,0,0,0,1,0,5
Nehru Stadium,117,1,2,0,0,1,0,0,1,5
Nehru Stadium,118,2,1,0,0,1,0,1,2,7
Nehru Stadium,119,0,3,0,0,1,0,0,0,4
Nehru Stadium,120,2,1,0,0,1,0,0,2,6
New Wanderers Stadium,1,13,1,0,0,0,0,0,0,14
New Wanderers Stadium,2,9,2,1,0,0,0,1,0,13
New Wanderers Stadium,3,7,4,0,0,3,0,0,2,16
New Wanderers Stadium,4,10,2,0,0,3,0,0,1,16
New Wanderers Stadium,5,12,0,1,0,2,0,1,1,17
New Wanderers Stadium,6,13,1,0,0,2,0,0,1,17
New Wanderers Stadium,7,14,2,0,0,3,0,0,1,20
New Wanderers Stadium,8,7,1,0,0,5,0,0,0,13
New Wanderers Stadium,9,8,4,0,0,2,0,2,0,16
New Wanderers Stadium,10,6,5,1,0,1,0,1,1,15
New Wanderers Stadium,11,10,3,1,0,2,0,0,0,16
New Wanderers Stadium,12,7,2,3,0,4,0,0,1,17
New Wanderers Stadium,13,10,5,3,0,3,0,0,1,22
New Wanderers Stadium,14,6,6,1,1,1,0,0,0,15
New Wanderers Stadium,15,11,3,1,0,2,0,0,0,17
New Wanderers Stadium,16,8,4,1,0,2,0,0,0,15
New Wanderers Stadium,17,8,3,0,0,3,0,1,1,16
New Wanderers Stadium,18,7,3,4,0,2,0,0,1,17
New Wanderers Stadium,19,9,5,0,0,2,0,1,2,19
New Wanderers Stadium,20,11,1,2,0,1,0,0,1,16
New Wanderers Stadium,21,6,2,2,0,3,0,2,3,18
New Wanderers Stadium,22,10,3,0,0,1,0,1,1,16
New Wanderers Stadium,23,8,2,1,0,2,0,1,0,14
New Wanderers Stadium,24,10,4,0,0,2,0,0,0,16
New Wanderers Stadium,25,9,4,0,0,4,0,3,0,20
New Wanderers Stadium,26,7,4,2,0,2,0,0,2,17
New Wanderers Stadium,27,9,3,1,0,3,0,0,2,18
New Wanderers Stadium,28,6,4,0,0,5,0,1,0,16
New Wanderers Stadium,29,6,5,2,1,1,0,1,1,17
New Wanderers Stadium,30,9,5,0,0,2,0,0,0,16
New Wanderers Stadium,31,11,1,2,0,2,0,1,0,17
New Wanderers Stadium,32,8,2,1,0,5,0,0,1,17
New Wanderers Stadium,33,8,7,0,0,1,0,0,0,16
New Wanderers Stadium,34,6,7,0,0,3,0,0,1,17
New Wanderers Stadium,35,4,7,2,0,1,0,0,0,14
New Wanderers Stadium,36,11,3,0,0,2,0,0,1,17
New Wanderers Stadium,37,7,6,2,0,2,0,1,1,19
New Wanderers Stadium,38,4,5,4,0,3,0,0,0,16
New Wanderers Stadium,39,9,3,1,0,1,0,0,0,14
New Wanderers Stadium,40,6,8,1,0,0,0,1,0,16
New Wanderers Stadium,41,6,8,0,0,2,0,0,2,18
New Wanderers Stadium,42,8,6,0,1,0,0,0,1,16
New Wanderers Stadium,43,8,5,2,2,1,0,0,0,18
New Wanderers Stadium,44,4,7,0,0,1,0,2,0,14
New Wanderers Stadium,45,5,8,3,0,0,0,0,1,17
New Wanderers Stadium,46,3,10,2,0,1,0,0,0,16
New Wanderers Stadium,47,4,8,3,0,1,0,0,0,16
New Wanderers Stadium,48,7,7,0,1,0,0,1,1,17
New Wanderers Stadium,49,6,7,2,0,2,0,0,0,17
New Wanderers Stadium,50,3,9,1,0,3,0,0,0,16
New Wanderers Stadium,51,6,9,0,0,0,0,0,2,17
New Wanderers Stadium,52,6,5,1,0,1,0,0,1,14
New Wanderers Stadium,53,6,8,1,0,1,0,0,2,18
New Wanderers Stadium,54,2,11,1,0,1,0,0,0,15
New Wanderers Stadium,55,10,5,1,0,0,0,0,1,17
New Wanderers Stadium,56,11,2,1,0,2,0,1,1,18
New Wanderers Stadium,57,5,7,1,0,3,0,0,0,16
New Wanderers Stadium,58,8,8,0,0,0,0,0,0,16
New Wanderers Stadium,59,8,7,1,0,0,0,0,0,16
New Wanderers Stadium,60,8,6,2,0,0,0,0,0,16
New Wanderers Stadium,61,3,5,4,1,1,0,1,0,15
New Wanderers Stadium,62,6,7,2,0,1,0,0,0,16
New Wanderers Stadium,63,8,7,1,0,0,0,0,1,17
New Wanderers Stadium,64,5,7,2,0,1,0,0,0,15
New Wanderers Stadium,65,2,10,1,0,2,0,0,0,15
New Wanderers Stadium,66,5,10,1,0,0,0,0,0,16
New Wanderers Stadium,67,4,9,3,0,1,0,0,0,17
New Wanderers Stadium,68,4,7,2,0,2,0,0,1,16
New Wanderers Stadium,69,7,7,1,0,0,0,0,1,16
New Wanderers Stadium,70,7,6,1,0,1,0,0,1,16
New Wanderers Stadium,71,5,9,1,0,0,0,1,0,16
New Wanderers Stadium,72,6,7,0,0,2,0,1,1,17
New Wanderers Stadium,73,4,7,1,0,3,0,0,0,15
New Wanderers Stadium,74,7,5,1,0,0,0,1,0,14
New Wanderers Stadium,75,9,1,4,0,1,0,1,4,20
New Wanderers Stadium,76,6,6,2,0,0,0,1,0,15
New Wanderers Stadium,77,9,6,0,0,0,0,1,0,16
New Wanderers Stadium,78,4,9,1,0,1,0,0,0,15
New Wanderers Stadium,79,5,12,1,0,1,0,0,1,20
New Wanderers Stadium,80,3,6,2,0,4,0,0,1,16
New Wanderers Stadium,81,4,8,2,0,1,0,1,0,16
New Wanderers Stadium,82,5,10,1,0,0,0,0,0,16
New Wanderers Stadium,83,4,7,0,0,5,0,0,0,16
New Wanderers Stadium,84,6,6,1,0,2,0,1,0,16
New Wanderers Stadium,85,5,6,1,1,2,0,1,2,18
New Wanderers Stadium,86,4,5,4,0,2,0,1,1,17
New Wanderers Stadium,87,3,8,1,1,0,0,1,1,15
New Wanderers Stadium,88,2,8,4,0,1,0,1,0,16
New Wanderers Stadium,89,7,5,3,0,0,0,1,3,19
New Wanderers Stadium,90,4,6,3,0,2,0,0,0,15
New Wanderers Stadium,91,5,8,3,0,2,0,0,1,19
New Wanderers Stadium,92,4,9,2,0,2,0,0,1,18
New Wanderers Stadium,93,6,8,1,0,0,0,1,0,16
New Wanderers Stadium,94,5,5,0,1,4,0,0,0,15
New Wanderers Stadium,95,5,8,1,0,1,0,1,2,18
New Wanderers Stadium,96,4,7,2,0,2,0,0,0,15
New Wanderers Stadium,97,5,9,2,0,0,0,0,2,18
New Wanderers Stadium,98,5,6,2,0,1,0,1,2,17
New Wanderers Stadium,99,5,5,1,1,3,0,1,0,16
New Wanderers Stadium,100,4,6,1,0,1,0,1,2,15
New Wanderers Stadium,101,5,8,1,0,1,0,1,0,16
New Wanderers Stadium,102,4,5,4,0,1,0,0,1,15
New Wanderers Stadium,103,3,10,2,0,2,0,0,1,18
New Wanderers Stadium,104,6,7,0,0,2,0,0,3,18
New Wanderers Stadium,105,2,8,2,0,0,0,2,1,15
New Wanderers Stadium,106,4,6,3,0,0,0,1,0,14
New Wanderers Stadium,107,6,3,4,0,1,0,1,2,17
New Wanderers Stadium,108,4,3,2,0,3,0,2,2,16
New Wanderers Stadium,109,3,9,3,0,1,0,0,0,16
New Wanderers Stadium,110,6,3,2,0,2,0,1,1,15
New Wanderers Stadium,111,1,8,2,0,0,0,1,0,12
New Wanderers Stadium,112,4,6,0,0,1,0,1,1,13
New Wanderers Stadium,113,5,4,3,0,0,0,2,0,14
New Wanderers Stadium,114,4,6,1,0,1,0,1,2,15
New Wanderers Stadium,115,3,5,3,0,1,0,2,1,15
New Wanderers Stadium,116,4,0,3,0,3,0,2,2,14
New Wanderers Stadium,117,4,4,1,0,1,0,1,1,12
New Wanderers Stadium,118,4,1,3,1,0,0,2,3,14
New Wanderers Stadium,119,4,3,3,0,0,0,0,0,10
New Wanderers Stadium,120,3,3,2,0,2,0,0,3,13
Newlands,1,11,3,0,0,0,0,1,2,17
Newlands,2,7,4,1,0,1,0,0,2,15
Newlands,3,5,4,0,1,1,0,1,1,13
Newlands,4,10,1,1,0,4,0,0,0,16
Newlands,5,8,0,0,0,5,0,0,0,13
Newlands,6,7,2,3,0,3,0,0,1,16
Newlands,7,11,4,0,0,2,0,1,2,20
Newlands,8,8,2,1,0,3,0,0,1,15
Newlands,9,5,5,0,0,2,0,0,0,12
Newlands,10,8,2,0,0,4,0,0,0,14
Newlands,11,6,5,0,0,1,0,0,0,12
Newlands,12,7,3,1,0,2,0,1,1,15
Newlands,13,5,4,1,0,3,0,1,1,15
Newlands,14,10,1,1,0,2,0,1,1,16
Newlands,15,9,3,0,0,1,0,0,0,13
Newlands,16,7,5,0,0,1,0,1,0,14
Newlands,17,11,1,0,0,0,0,1,2,15
Newlands,18,7,2,1,0,3,0,0,0,13
Newlands,19,12,3,0,0,0,0,0,1,16
Newlands,20,7,2,0,0,3,0,1,0,13
Newlands,21,5,3,1,0,1,0,3,0,13
Newlands,22,4,6,0,0,1,0,3,1,15
Newlands,23,11,2,1,0,0,0,0,2,16
Newlands,24,9,3,0,0,2,0,0,1,15
Newlands,25,7,6,1,0,0,0,0,2,16
Newlands,26,9,0,1,0,1,0,1,0,12
Newlands,27,3,5,1,0,4,0,0,1,14
Newlands,28,6,6,1,0,0,0,0,0,13
Newlands,29,8,2,0,0,1,0,0,2,13
Newlands,30,9,1,1,0,0,0,2,0,13
Newlands,31,10,2,1,1,0,0,1,0,15
Newlands,32,5,3,0,0,4,0,1,1,14
Newlands,33,7,2,0,0,2,0,2,0,13
Newlands,34,5,4,0,0,2,0,0,0,11
Newlands,35,7,3,0,0,1,0,0,1,12
Newlands,36,6,5,0,0,1,0,0,0,12
Newlands,37,8,4,1,0,4,0,0,3,20
Newlands,38,10,2,1,0,1,0,0,1,15
Newlands,39,4,5,0,0,3,0,0,0,12
Newlands,40,5,7,1,0,0,0,0,1,14
Newlands,41,4,7,1,0,1,0,0,0,13
Newlands,42,7,5,0,0,1,0,0,0,13
Newlands,43,6,6,1,0,0,0,1,1,15
Newlands,44,5,7,0,0,1,0,0,1,14
Newlands,45,3,6,1,0,1,0,0,0,11
Newlands,46,6,5,0,0,1,0,0,0,12
Newlands,47,5,6,0,1,0,0,1,0,13
Newlands,48,5,5,1,0,0,0,0,0,11
Newlands,49,6,8,1,0,1,0,0,1,17
Newlands,50,6,6,0,0,2,0,0,2,16
Newlands,51,4,6,1,0,2,0,0,1,14
Newlands,52,5,7,0,0,0,0,0,3,15
Newlands,53,6,4,1,1,1,0,0,1,14
Newlands,54,8,4,1,0,0,0,0,1,14
Newlands,55,4,6,0,0,1,0,2,0,13
Newlands,56,2,8,0,0,2,0,0,0,12
Newlands,57,2,8,2,0,0,0,0,0,12
Newlands,58,6,5,0,0,0,0,1,0,12
Newlands,59,6,4,0,0,1,0,1,2,14
Newlands,60,7,4,1,0,1,0,0,0,13
Newlands,61,3,7,1,0,2,0,1,0,14
Newlands,62,5,6,0,0,0,0,2,0,13
Newlands,63,6,6,0,0,1,0,0,2,15
Newlands,64,6,3,1,0,2,0,1,1,14
Newlands,65,6,4,1,0,2,0,0,2,15
Newlands,66,6,4,1,0,1,0,0,1,13
Newlands,67,3,7,2,0,1,0,0,1,14
Newlands,68,5,3,0,0,3,0,0,1,12
Newlands,69,4,6,2,0,0,0,0,0,12
Newlands,70,6,3,2,1,0,0,1,0,13
Newlands,71,5,3,1,1,0,0,1,2,13
Newlands,72,7,4,0,0,1,0,1,1,14
Newlands,73,4,7,0,0,0,0,2,0,13
Newlands,74,4,6,1,0,0,0,1,1,13
